Complete_item_number,categories,enabled,family,groups,Category_Number,Item_Number,UPC_Number,Brand_name,Product_name_description_for_sales_in_Peach_Max_160,Peach_description_internal_short_name_Max_30,PRODUCT_CATEGORY,Stock_Item,Assembly_Item,Percentage_PCR_Materials,PCR_Asset_Class,Inner_Carton_QUANTITY_PCS,Master_Carton_QUANTITY_PCS,Master_Carton_BARCODE,Salon_Price_USD,40_off_FULL_SERVICE_Price_USD,40_and_10_off_Dealer_Price_USD,50_off_Dealer_Price_USD,55_off_Dealer_Price_USD,OTC_Distributor_Store_Price_USD,Retail_Price_USD,Retail_Price_CAD,Salon_Price_CAD,Ex_Factory_Price_USD,EX_Antioch_Price_USD,40_off_FULL_SERVICE_Price_CAD,40_10_Dealer_Price_CAD,50_off_Dealer_Price_CAD,55_off_Dealer_Price_CAD,Per_Piece_LENGTH_inches,Per_Piece_HEIGHT_inches,Per_Piece_WIDTH_inches,Per_Piece_NET_WEIGHT_OZ,Per_Piece_SHIPPING_WEIGHT_GROSS_WEIGHT_OZ,Inner_Carton_LENGTH_inches,Inner_Carton_HEIGHT_inches,Inner_Carton_WIDTH_inches,Inner_Carton_WEIGHT_OZ,Master_Carton_LENGTH_inches,Master_Carton_HEIGHT_inches,Master_Carton_WIDTH_inches,Master_Carton_WEIGHT_LBS,Per_Piece_LENGTH_cm,Per_Piece_HEIGHT_cm,Per_Piece_WIDTH_cm,Per_Piece_NET_WEIGHT_grams,Per_Piece_SHIPPING_WEIGHT_GROSS_WEIGHT_grams,Inner_Carton_LENGTH_cm,Inner_Carton_HEIGHT_cm,Inner_Carton_WIDTH_cm,Inner_Carton_WEIGHT_KG,Master_Carton_LENGTH_cm,Master_Carton_HEIGHT_cm,Master_Carton_WIDTH_cm,Master_Carton_WEIGHT_KG,Empty_Inner_Carton_Weight,Empty_Master_Carton_Weight,Product_Packaging_Weight,Plastic_Bag_Weight,Empty_Display_Weight,Zip_Tie_Grams,Hang_Tag_Grams,Plastic_Box_Grams,Info_Manual_Grams,Plug_Cover_Grams,Thermoform_Grams,Plastic_Film_Grams,VENDOR_NAME,Country_of_Origin,Purchase_Cost_USD,Production_MOQ_in_Pcs,Free_Trade_Agreement_Coverage,USMCA_NAFTA_CERTIFICATE,US_HTS_Customs_Code,US_Import_Duty_Rate_Component,US_Import_Duty_Unit_Component,Canada_Import_Duty_Unit_Component,Canada_Import_Duty_Rate_Component,Cases_Per_Layer,Pallet_Tier,Pallet_Height,Layers_Per_Pallet,Total_Cases_Per_Pallet,Total_Piece_Count_Per_Pallet,Pallet_Weight,Pallet_Height_Total,Pallet_Width,Pallet_Length,Rep_Commission_code,OGI_Commission_code,Prop_65_warning_needed,Prop_65_test_date,Main_Images_Dropbox_Folder_Link,Product_Logo,Product_Sell_Sheet_pdf_ENG_emailable_size_Link,Social_Media_Images_Dropbox_Folder_Link,Product_Tagline,Product_Feature_1,Product_Feature_2,Product_Feature_3,Product_Feature_4,Product_Feature_5,Product_Feature_6,Product_Feature_7,Product_Feature_8,Product_Feature_9,Product_Feature_10,YouTube_Link_EN_Link,YouTube_Link_SP_Link,YouTube_FR_Link,Vimeo_Link_EN_Link,Vimeo_Link_SP_Link,Vimeo_Link_FR_Link,Product_Sell_Sheet_pdf_SP_emailable_size_Link,Product_Sell_Sheet_pdf_FR_emailable_size_Link,LANGUAGES_ON_PRODUCT_PACKAGING,AMZ_Product_Name,AMZ_ASIN_Number,AMZ_Product_Description,AMZ_Product_Benefits,AMZ_Product_Usage,AMZ_Search_Term_Keywords_ALL,AMZ_Images_Dropbox_Folder_Link,Customer_reference_number,Customer_product_name,Customer_name,OG_product_or_Private_Label
15012,curlers,1,og_products,,150,12,752110150129,Olivia Garden,"Jet Set Green 7/8"" - 6 pack",JET SET GREEN 6-PC PACK,Curlers,,,,,12,72,30752110150120,2.99,1.79,1.61,1.5,1.35,2.24,4.95,6.33,3.8,0.69,1.26,,,1.9,1.71,9,0.8,3.1,0.8,0.4234,,,,,15.7,10.3,10.1,4.2,22.86,2.032,7.874,22.6796,26.4596,,,,,39.878,26.162,25.654,1.9051,,,,,,,,,,,,,STOHR,Belgium,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/nbhtidcjdjgxqn8/AABkMHODIRpfA4m39mMcNqdoa?dl=0,,https://www.dropbox.com/s/g3c4xxn9ln2jtix/Jet%20Set%20sell%20sheet.pdf?dl=0,,,Large Opening + Perfect rinsing + Faster drying + No bands,Gentle Self-Gripping Surface + Faster wrapping + Gentle on hair + No breakage,Anit-Bacterial Protection + For professional & home use,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
715-CIXLD6BLC,hair_brushes,1,og_products,,715,CIXL-D6BLC,752110702793,Olivia Garden,"C+I SpeedXL Blossom 6-pc Display
(contains 2 of each brush: CIXL-45BL, CIXL-55BL and 1 of each CIXL-35BL, CIXL-65BL) with display CIXL-D6BLCE",CI BLOSSOM SPEED XL 6pc DISP,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANGSHIN,South Korea,47.25,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640-OGB575,shears,1,og_products,,640,OGB-575,752110644192,Olivia Garden,"OG Barber Shears 5.75""","OG Barber Shears 5.75""",,0,0,,,20,200,,,,,,,,,,,,,,,,,5.75,0.5,2,1.92,0.9332,9,2.8,3.7,2.15,14.9,8.3,9.7,25.72,14.478,1.27,5.08,54.431,58.322,22.86,7.112,9.398,0.9751,37.846,21.082,24.638,11.6644,,,,,,,,,,,,,JINCHENG,China,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640-OGB625,shears,1,og_products,,640,OGB-625,752110644208,Olivia Garden,"OG Barber Shears 6.25""","OG Barber Shears 6.25""",,0,0,,,20,200,,,,,,,,,,,,,,,,,6.25,0.5,2,1.92,0.9332,9,2.8,3.7,2.15,14.9,8.3,9.7,25.72,14.478,1.27,5.08,54.431,58.322,22.86,7.112,9.398,0.9751,37.846,21.082,24.638,11.6644,,,,,,,,,,,,,JINCHENG,China,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640-OGB70,shears,1,og_products,,640,OGB-70,752110644215,Olivia Garden,"OG Barber Shears 7""","OG Barber Shears 7""",,0,0,,,20,200,,,,,,,,,,,,,,,,,7,0.5,2,1.92,0.9332,9,2.8,3.7,2.15,14.9,8.3,9.7,25.72,14.478,1.27,5.08,54.431,58.322,22.86,7.112,9.398,0.9751,37.846,21.082,24.638,11.6644,,,,,,,,,,,,,JINCHENG,China,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640-OGBT630,shears,1,og_products,,640,OGB-T630,752110644222,Olivia Garden,"OG Barber Thinners 6""","OG Barber Thinners 6""",,0,0,,,20,200,,,,,,,,,,,,,,,,,6,0.5,2,1.92,0.9332,9,2.8,3.7,2.15,14.9,8.3,9.7,25.72,14.478,1.27,5.08,54.431,58.322,22.86,7.112,9.398,0.9751,37.846,21.082,24.638,11.6644,,,,,,,,,,,,,JINCHENG,China,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640-OGBC01,shears,1,og_products,,640,OGB-C01,752110644239,Olivia Garden,"OG Barber Shears intro case deal contains: OGB-575, OGB-T630, finger rings, cleaning cloth, adjustment tool, oil pen and black case",OGBarber 575 intro case deal,,0,0,,,12,48,,159.99,95.99,86.39,79.99,,119.99,189.99,,199.99,,,119.99,,,,8.8,1.4,4.9,11.2,6.0467,11,9,9,10,20,12,20,40,22.352,3.556,12.446,317.5144,377.9167,27.94,22.86,22.86,4.536,50.8,30.48,50.8,18.14,,,,,,,,,,,,,JINCHENG,China,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640-OGBC02,shears,1,og_products,,640,OGB-C02,752110644246,Olivia Garden,"OG Barber Shears intro case deal contains: OGB-625, OGB-T630, finger rings, cleaning cloth, adjustment tool, oil pen and black case",OGBarber 625 intro case deal,,0,0,,,12,48,,159.99,95.99,86.39,79.99,,119.99,189.99,,199.99,,,119.99,,,,8.8,1.4,4.9,11.2,6.0467,11,9,9,10,20,12,20,40,22.352,3.556,12.446,317.5144,377.9167,27.94,22.86,22.86,4.536,50.8,30.48,50.8,18.14,,,,,,,,,,,,,JINCHENG,China,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640-OGBC05,shears,1,og_products,,640,OGB-C05,752110644253,Olivia Garden,"OG Barber Shears intro case deal contains: OGB-70, OGB-T630, finger rings, cleaning cloth, adjustment tool, oil pen and black case",OGBarber 70 intro case deal,,0,0,,,12,48,,159.99,95.99,86.39,79.99,,119.99,189.99,,199.99,,,119.99,,,,8.8,1.4,4.9,11.2,6.0467,11,9,9,10,20,12,20,40,22.352,3.556,12.446,317.5144,377.9167,27.94,22.86,22.86,4.536,50.8,30.48,50.8,18.14,,,,,,,,,,,,,JINCHENG,China,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721-OGDQF1,hair_brushes,1,og_products,,721,OGD-QF1,752110750459,Olivia Garden,Cotton Candy 2025 OG Brush Detangler (Fine-Medium),Cotton Candy (Fine-Med),,1,0,,,6,60,,9.99,5.994,5.3946,4.995,,7.4925,14.95,,13.49,,,8.094,,,,9.4,1.8,2.5,2.7,,9.4,7.3,7.3,1.25,12.2,13,8.1,,23.88,4.57,6.35,76.5437,,23.88,7.87,18.54,0.567,30.988,33.02,20.574,6.6,,,,,,,,,,,,,JSIU BEAUTY,China,1.63,3600,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
721-OGDQM2,hair_brushes,1,og_products,,721,OGD-QM2,752110750466,Olivia Garden,Cotton Candy 2025 OG Brush Detangler (Medium-Thick),Cotton Candy  (Medium-Thick),,1,0,,,6,60,,9.99,5.994,5.3946,4.995,,7.4925,14.95,,13.49,,,8.094,,,,9.4,1.8,2.5,2.7,,9.4,7.3,7.3,1.25,12.2,13,8.1,,23.88,4.57,6.35,76.5437,,23.88,7.87,18.54,0.567,30.988,33.02,20.574,6.6,,,,,,,,,,,,,JSIU BEAUTY,China,1.63,3600,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
15013,curlers,1,og_products,,150,13,752110150136,Olivia Garden,"Jet Set Orange 1 1/16"" - 6 pack",JET SET ORANGE 6-PC PACK,Curlers,,,,,12,72,30752110150137,2.99,1.79,1.61,1.5,1.35,2.24,4.95,6.33,3.8,0.69,1.26,,,1.9,1.71,9,0.9,3.1,1,0.4738,,,,,15.5,10.3,9.4,4.7,22.86,2.286,7.874,28.3495,29.6094,,,,,39.37,26.162,23.876,2.1319,,,,,,,,,,,,,STOHR,Belgium,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/nbhtidcjdjgxqn8/AABkMHODIRpfA4m39mMcNqdoa?dl=0,,https://www.dropbox.com/s/g3c4xxn9ln2jtix/Jet%20Set%20sell%20sheet.pdf?dl=0,,,Large Opening + Perfect rinsing + Faster drying + No bands,Gentle Self-Gripping Surface + Faster wrapping + Gentle on hair + No breakage,Anit-Bacterial Protection + For professional & home use,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
721-OGDQC3,hair_brushes,1,og_products,,721,OGD-QC3,752110750473,Olivia Garden,Cotton Candy 2025 OG Brush Styler (Smooth & Shine),Cotton Candy  (Smooth & Shine),,1,0,,,6,60,,11.99,7.194,6.4746,5.995,,8.9925,18.95,,15.99,,,9.594,,,,9.4,1.8,2.5,2.7,,9.4,7.3,7.3,1.25,12.2,13,8.1,,23.88,4.57,6.35,76.5437,,23.88,7.87,18.54,0.567,30.988,33.02,20.574,6.9,,,,,,,,,,,,,JSIU BEAUTY,China,1.9,3600,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
721-OGMQD1,hair_brushes,1,og_products,,721,OGM-QD1,752110750480,Olivia Garden,Cotton Candy 2025 OG Brush Mini Detangler,Cotton Candy Mini Detangler,,1,0,,,6,60,,5.49,3.294,2.9646,2.745,,4.1175,7.95,,6.49,,,3.894,,,,6,1.4,2,1.6,,,,,,,,,,15.25,3.5,5,45,,17,16,6.5,0.414,36,35.5,17,4.8,,,,,,,,,,,,,JSIU BEAUTY,China,0.96,3600,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
721-OGDQD16C,hair_brushes,1,og_products,,721,OGD-QD16C,752110750497,Olivia Garden,"Cotton Candy 2025 OG Brush 16-pc display (4 of each OGD-QF1, OGD-QM2, OGD-QC3, OGM-QD1)",Cotton Candy 16-pc display,,1,0,,,1,6,,149.84,89.904,80.9136,74.92,,112.38,227.2,,197.84,,,118.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JSIU BEAUTY,China,24.48,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
721-OGDQD9C,hair_brushes,1,og_products,,721,OGD-QD9C,752110750503,Olivia Garden,"Cotton Candy 2025 OG Brush 9-pc display (3 each: OGD-QF1, OGD-QM2, OGD-QC3)",Cotton Candy 9-pc display,,1,0,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JSIU BEAUTY,China,15.48,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
721-OGDMF1,hair_brushes,1,og_products,,721,OGD-MF1,752110750275,Olivia Garden,OG Glitter Limited Edition Detangler (Fine-Medium),Glitter Detangler (Fine-Med),,1,0,,,6,60,,9.99,5.994,5.3946,4.995,,7.4925,14.95,,13.49,,,8.094,,,,9.4,1.8,2.5,2.7,,9.4,7.3,7.3,1.25,12.2,13,8.1,,23.88,4.57,6.35,76.5437,,23.88,7.87,18.54,0.567,30.988,33.02,20.574,6.6,,,,,,,,,,,,,JSIU BEAUTY,China,1.63,3600,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
721-OGDMM2,hair_brushes,1,og_products,,721,OGD-MM2,752110750282,Olivia Garden,OG Glitter Limited Edition Detangler (Medium-Thick),Glitter Detangler (Med-Thick),,1,0,,,6,60,,9.99,5.994,5.3946,4.995,,7.4925,14.95,,13.49,,,8.094,,,,9.4,1.8,2.5,2.7,,9.4,7.3,7.3,1.25,12.2,13,8.1,,23.88,4.57,6.35,76.5437,,23.88,7.87,18.54,0.567,30.988,33.02,20.574,6.6,,,,,,,,,,,,,JSIU BEAUTY,China,1.63,3600,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
721-OGDMC3,hair_brushes,1,og_products,,721,OGD-MC3,752110750299,Olivia Garden,OG Glitter Limited Edition Styler (Smooth & Shine),Glitter Styler (Combo),,1,0,,,6,60,,11.99,7.194,6.4746,5.995,,8.9925,18.95,,15.99,,,9.594,,,,9.4,1.8,2.5,2.7,,9.4,7.3,7.3,1.25,12.2,13,8.1,,23.88,4.57,6.35,76.5437,,23.88,7.87,18.54,0.567,30.988,33.02,20.574,6.9,,,,,,,,,,,,,JSIU BEAUTY,China,1.9,3600,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
721-OGMMD1,hair_brushes,1,og_products,,721,OGM-MD1,752110750305,Olivia Garden,OG Glitter Limited Edition Mini Detangler (All hair types),Glitter Mini Detangler,,1,0,,,6,60,,5.49,3.294,2.9646,2.745,,4.1175,7.95,,6.49,,,3.894,,,,6,1.4,2,1.6,,,,,,,,,,15.25,3.5,5,45,,17,16,6.5,0.414,36,35.5,17,4.8,,,,,,,,,,,,,JSIU BEAUTY,China,0.96,3600,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
721-OGDMD16C,hair_brushes,1,og_products,,721,OGD-MD16C,752110750329,Olivia Garden,"OG Glitter Brush - 16-piece Display (4 each: OGD-MF1, OGD-MM2, OGD-MC3, OGM-MD1 + 1 empty cardboard display (OGD-MD16CE))",Glitter Brush - 16-pc Display,,1,0,,,1,6,,149.84,89.904,80.9136,74.92,,112.38,227.2,,197.84,,,118.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JSIU BEAUTY,China,24.48,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
721-OGDMD9C,hair_brushes,1,og_products,,721,OGD-MD9C,752110750428,Olivia Garden,"OG Glitter Brush - 9-piece Display (3 each: OGD-MF1, OGD-MM2, OGD-MC3, + 1 empty cardboard display (OGD-MD9CE))",Glitter Brush - 9-pc Display,,1,0,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JSIU BEAUTY,China,15.48,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
15014,curlers,1,og_products,,150,14,752110150143,Olivia Garden,"Jet Set Yellow 1 1/4"" - 6 pack",JET SET YELLOW 6-PC PACK,Curlers,,,,,12,72,30752110150144,2.99,1.79,1.61,1.5,1.35,2.24,4.95,6.33,3.8,0.69,1.26,,,1.9,1.71,8.8,1.1,3.1,1.1,0.6149,,,,,17.3,10.6,13.6,6.1,22.352,2.794,7.874,31.1845,38.4293,,,,,43.942,26.924,34.544,2.7669,,,,,,,,,,,,,STOHR,Belgium,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/nbhtidcjdjgxqn8/AABkMHODIRpfA4m39mMcNqdoa?dl=0,,https://www.dropbox.com/s/g3c4xxn9ln2jtix/Jet%20Set%20sell%20sheet.pdf?dl=0,,,Large Opening + Perfect rinsing + Faster drying + No bands,Gentle Self-Gripping Surface + Faster wrapping + Gentle on hair + No breakage,Anit-Bacterial Protection + For professional & home use,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
710-MBKP26,hair_brushes,1,og_products,,710,MB-KP26,752110710392,Olivia Garden,"MultiBrush 1"" 5-pc kit: 4 x MB-26B, 1 x MB-H1","MultiBrush 1"" 5-pc kit",,0,1,,,,,,29.75,12.59,11.33,10.5,9.45,15.74,33.95,,40.99,11.63,12.5,21.59,,18,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710-MBKP36,hair_brushes,1,og_products,,710,MB-KP36,752110710408,Olivia Garden,"MultiBrush 1 3/8"" 5-pc kit: 4 x MB-36B, 1 x MB-H1","MultiBrush 1 3/8"" 5-pc kit",,0,1,,,,,,32.75,17.85,16.07,14.88,13.39,22.31,44.5,,44.99,12.48,13.76,23.99,,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710-MBKP46,hair_brushes,1,og_products,,710,MB-KP46,752110710415,Olivia Garden,"MultiBrush 1 3/4"" 5-pc kit: 4 x MB-46B, 1 x MB-H1","MultiBrush 1 3/4"" 5-pc kit",,0,1,,,,,,37.5,19.65,17.69,16.38,14.74,24.56,48.5,,50.99,14.14,15.75,26.7,,22.25,20.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710-MBKP56,hair_brushes,1,og_products,,710,MB-KP56,752110710422,Olivia Garden,"MultiBrush 2 1/8"" 5-pc kit: 4 x MB-56B, 1 x MB-H1","MultiBrush 2 1/8"" 5-pc kit",,0,1,,,,,,40.5,22.5,20.25,18.75,16.88,28.13,55.75,,56.5,15.72,17.01,29.39,,24.5,22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710-MBKP66,hair_brushes,1,og_products,,710,MB-KP66,752110710439,Olivia Garden,"MultiBrush 2 1/2"" 5-pc kit: 4 x MB-66B, 1 x MB-H1","MultiBrush 2 1/2"" 5-pc kit",,0,1,,,,,,49.5,24.3,21.87,20.25,18.23,30.38,59.75,,67.5,19.26,20.79,35.99,,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710-TBOX01,hair_brushes,1,og_products,,710,T-BOX01,752110710187,Olivia Garden,"ProThermal 4-pc box deal: T-25, T-33, T-43, T-53",ProThermal 4-pc box deal,,0,1,,,,,,36.99,22.19,19.97,18.5,16.65,27.74,61.95,,45.5,,15.54,27.3,,22.75,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711-FBBOX01,hair_brushes,1,og_products,,711,FB-BOX01,752110711405,Olivia Garden,"Fingerbrush 3-pc box deal: FB-SM, FB-MD, FB-LG",Fingerbrush 3pc box deal,,0,1,,,,,,34.75,20.85,18.77,17.38,15.64,26.06,55.75,,43.25,,14.6,25.95,,21.63,19.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713-DVBOX01,hair_brushes,1,og_products,,713,DV-BOX01,752110713188,Olivia Garden,"Divine 3-pc box deal: DV-1, DV-2, DV-3",Divine 3-pc box deal,,0,1,,,,,,45.99,27.59,24.83,23,20.7,34.49,67.95,,57.5,,19.32,34.5,,28.75,25.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715-CIBOX07,hair_brushes,1,og_products,,715,CI-BOX07,752110715786,Olivia Garden,"Ceramic + Ion Turbo Vent Combo 3-pc box deal: CITV-COPT, CITV-COMD, CITV-COGD",CI Turbo Vnt Cmb 3-pc box deal,,0,1,,,,,,44.99,26.99,24.29,22.5,20.25,33.74,66.95,,54.99,,18.9,32.99,,27.5,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715-CIDL08,hair_brushes,1,og_products,,715,CI-DL08,752110715694,Olivia Garden,"Ceramic + Ion Thermal 4-pc bag deal: CI-25, CI-35, CI-45, CI-55 + carry-all bag",CI Thermal 4-pc bag deal,,0,1,,,,,,44.99,26.99,24.29,22.5,20.25,33.74,67.95,,54.99,,18.9,32.99,,27.5,24.75,,,,,,,,,,20,14,12,13,,,,,,,,,,50.8,35.56,30.48,5.8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15015,curlers,1,og_products,,150,15,752110150150,Olivia Garden,"Jet Set Red 1 1/2"" - 4 pack",JET SET RED 4-PC PACK,Curlers,,,,,12,72,30752110150151,2.99,1.79,1.61,1.5,1.35,2.24,4.95,6.33,3.8,0.69,1.26,,,1.9,1.71,8.9,1.5,3.1,1.2,0.6451,,,,,18,10.7,13.7,6.4,22.606,3.81,7.874,34.0194,40.3193,,,,,45.72,27.178,34.798,2.903,,,,,,,,,,,,,STOHR,Belgium,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/nbhtidcjdjgxqn8/AABkMHODIRpfA4m39mMcNqdoa?dl=0,,https://www.dropbox.com/s/g3c4xxn9ln2jtix/Jet%20Set%20sell%20sheet.pdf?dl=0,,,Large Opening + Perfect rinsing + Faster drying + No bands,Gentle Self-Gripping Surface + Faster wrapping + Gentle on hair + No breakage,Anit-Bacterial Protection + For professional & home use,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
715-CIXLBOX01,hair_brushes,1,og_products,,715,CI-XLBOX01,752110701154,Olivia Garden,"Ceramic + Ion Speed XL Thermal 4-pc box deal: CIXL-25, CIXL-35, CIXL-45, CIXL-55",CI Speed XL Thrml 4pc box deal,,0,1,,,,,,51.99,31.19,28.07,26,23.4,38.99,76.95,,64.99,,21.84,38.99,,32.5,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716-NTBOX01,hair_brushes,1,og_products,,716,NT-BOX01,752110716783,Olivia Garden,"NanoThermic 4-pc box deal: NT-24, NT-34, NT-44, NT-54",NT 4pc box deal,,0,1,,,,,,49.99,29.99,26.99,25,22.5,37.49,72.5,,61.75,,21,37.05,,33.35,30.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716-NTBOX11,hair_brushes,1,og_products,,716,NT-BOX11,752110701017,Olivia Garden,"NanoThermic Flex 3-pc box deal: NT-FLEXPRO NT-FLEXBR, NT-FLEXCO",NT Flex 3-pc box deal,,0,1,,,,,,36.75,22.05,19.85,18.38,16.54,27.56,60.95,,45.75,,15.44,27.45,,22.88,20.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716-NTDL03,hair_brushes,1,og_products,,716,NT-DL03,752110716752,Olivia Garden,"NanoThermic 3-pc bag deal: NT-54, NT-44, NT-34 + carry all white bag",NT 3pc bag deal,,0,1,,,,,,38.75,23.25,20.93,19.38,17.44,29.06,59.75,,48.25,,16.28,28.95,,24.13,21.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716-NTDL06,hair_brushes,1,og_products,,716,NT-DL06,752110716745,Olivia Garden,"NanoThermic Styler 3-pc bag deal: NT-S9R, NT-VTS, NT-PDL + carry all white bag",NT Styler 3-pc bag deal,,0,1,,,,,,36.5,21.9,19.71,18.25,16.43,27.38,57.95,,45.5,,15.33,27.3,,22.75,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
